Ignore mouse detection:
[[Overwatch.exe!0x29962b0] + 0x1c8] + 0x13

Overwatch.exe!0x2cef4e0 "AcceptsTab"
* `"Gateway Time-out"`
* `"Gathering"`
* `"GenuineIntel"`
* `"Get Rating Result: %f"`
* `"GetCursorPos"`
* `"GetDiskFreeSpaceEx - %s"`
* `"GetFileAttributes - %s"`
* `"GetFileTime - %s"`
* `"GetOnExternalChallengeRequest Failed"`
* `"GetSystemTimePreciseAsFileTime"`
* `"Gone"`
* `"Governor"`
* `"Group server info:"`
* `"Group: %s"`
* `"H-H-Rank"`
* `"H-Lvl"`
* `"H-Rank"`
* `"H-Tier"`
* `"HARDWARE\\DESCRIPTION\\System\\CentralProcessor\\0"`
* `"HBAO"`
* `"HBAO_CS"`
* `"HELLO PRO CLIENT"`
* `"HELLO PRO SERVER"`
* `"HIT_ERROR"`
* `"HOMEDRIVE"`
* `"HOMEPATH"`
* `"HTTP Version not supported"`
* `"HandleLinkDown: Pending connection request to new lobby"`
* `"HealthCardVM"`
* `"Height"`
* `"Hemos detectado el uso de una aplicación de terceros que incumple nuestro Contrato de Licencia para Usuario Final.  Overwatch ahora se cerrará."`
* `"Hemos detectado el uso de una aplicación de terceros que infringe nuestro Contrato de Licencia de Usuario Final. Overwatch se cerrará."`
* `"Hero"`
* `"Hero: 0x%016llX\n"`
* `"Heroes"`
* `"High"`
* `"Highlight"`
* `"Highlights"`
* `"History2"`
* `"HorizontalFOV"`
* `"How many frames must be retired before a shader is considered ready for use"`
* `"HttpConn"`
* `"HttpConnError"`
* `"HttpConnInfo"`
* `"ID"`
* `"ID: %s"`
* `"INF"`
* `"INFO"`
* `"INITIALISED"`
* `"INITY"`
* `"INPUT LAG:  SUB  RST  RND  GPU"`
* `"INSTANCE"`
* `"IN_PROGRESS"`
* `"IN_SESSION"`
* `"IR"`
* `"Ignoring attempt to send cheat command %s when disconnected"`
* `"ImGuiShader"`
* `"Incremental_Uptime"`
* `"Index"`
* `"Input Lag"`
* `"InstallHook"`
* `"Instance"`
* `"Instance ID"`
* `"Instance Type"`
* `"Instance Type: %s, ID: %s"`
* `"Instance destructor called from teStatescriptContext::PreDelete"`
* `"Instance information:"`
* `"Instance state"`
* `"Instance: %s"`
* `"Int16"`
* `"Int32"`
* `"Int64"`
* `"Int8"`
* `"Intel Device Information"`
* `"Internal Send Failed"`
* `"Internal Server Error"`
* `"Invalid Entity Position"`
* `"Invalid JSON, No input_id for legal submit"`
* `"Invalid JSON, No input_id in input"`
* `"Invalid JSON, No label or label is not a string"`
* `"Invalid SoundState GUID"`
* `"Invalid index in __SetLegal"`
* `"Invalid json in __ExtractLegalAgreements, no agreements"`
* `"Invalid json in __ParseJsonAuthPost_Authenticator, no next_url"`
* `"Invalid json in __ParseJsonAuthPost_Done, no login_ticket"`
* `"Invalid json in __ParseJsonAuthPost_Legal, no next_url"`
* `"Invalid json in __ParseJsonAuthPost_Login, no error_code"`
* `"Invalid root"`
* `"Invalid state for LegalAccepted"`
* `"Invalid state for PARSE_LEGAL_CHALLENGE"`
* `"Invalid state for Parse Auth Get"`
* `"Invalid state for Parse Auth Post"`
* `"Invalid state for Set Legal"`
* `"Invalid state for Show Captcha"`
* `"Invalid state in SubmitCaptcha"`
* `"Invalid state in SubmitLegal"`
* `"Invalid state in SubmitLogin"`
* `"Invalid state in __AcquireConsoleAuth"`
* `"Inverse FOV Interpolation Speed"`
* `"Inverse Look Interpolation Speed"`
* `"Inverse Offset Interpolation Speed"`
* `"Inverse Position Interpolation Speed"`
* `"Inverse Roll Interpolation Speed"`
* `"Invitee (Accept)"`
* `"Invitee (Transfer Info)"`
* `"Invitee (Transfer Owner)"`
* `"Invitee (Transfer Ticket)"`
* `"Irradiance Buffer"`
* `"IsActive"`
* `"IsEnabled"`
* `"Items"`
* `"ItemsPresenter"`
* `"JOINING"`
* `"JPN"`
* `"JSESSIONID"`
* `"Jam"`
* `"JamSystem (%s)"`
* `"Japanese"`
* `"JeMalloc.Active"`
* `"JeMalloc.Allocated"`
* `"JeMalloc.Mapped"`
* `"Jh�P���N"`
* `"Join Failed"`
* `"Key: %d"`
* `"KillCamVM"`
* `"LEGAL"`
* `"LEGAL_FORM"`
* `"LIGHTINGDATA"`
* `"LIGHTINGDEBUGDATA"`
* `"LIGHTINGMANIFEST"`
* `"LOCALE"`
* `"LOCALE_AUDIO"`
* `"LOGGED_IN"`
* `"LOGGING_IN"`
* `"LOGGING_OUT"`
* `"LOGIN"`
* `"LOGIN_FORM"`
* `"LOWEST"`
* `"LS"`
* `"Last OS Error:          0x%x\n"`
* `"LastTDR"`
* `"Leaderboard:\n"`
* `"Leaver Tier"`
* `"Leaving"`
* `"Leaving (Destroy)"`
* `"Leaving (Transfer Ticket)"`
* `"Length Required"`
* `"Level"`
* `"Level for the local mic volume"`
* `"Light Compute"`
* `"Light Process"`
* `"Light Shaders"`
* `"LightQuality"`
* `"Lighting Env"`
* `"LimitAspectRatio"`
* `"LimitTo30"`
* `"LimitToRefresh"`
* `"Live World loading"`
* `"Loaded"`
* `"Loaded replay."`
* `"LobbyClientConnectionSystem"`
* `"LobbyClientPacketPipe"`
* `"LobbyConsoleLoginErrorVM"`
* `"LobbyDisconnectClient.m_appExit"`
* `"LobbyLoginAuthenticatorVM"`
* `"LobbyLoginCaptchaVM"`
* `"LobbyLoginConnectingVM"`
* `"LobbyLoginErrorVM"`
* `"LobbyLoginLegalScreenVM"`
* `"LobbyLoginLegalVM"`
* `"LobbyLoginVM"`
* `"LobbyLoginWaitingVM"`
* `"LobbyMessage"`
* `"LobbyShowModeEnterNameVM"`
* `"LobbyShowModeSplashVM"`
* `"Local view: party %s"`
* `"LocalFogDetail"`
* `"LocalMicMute"`
* `"LocalMicVolume"`
* `"LocalReflections"`
* `"LogFailures.txt"`
* `"LogSvc"`
* `"LogoMovieVM"`
* `"Look Speed"`
* `"Lookat View"`
* `"Loop Exit Scheduled"`
* `"Loop Exited"`
* `"Loop Exiting"`
* `"Loop Running"`
* `"Loop Starting Up"`
* `"LoopInputCapture"`
* `"LoopWork returned false."`
* `"Loot Box Count: %d"`
* `"Loot Box Type"`
* `"LootBoxRewardVM"`
* `"LootBoxScreenVM"`
* `"Lost"`
* `"Lost connection to LobbyServer"`
* `"LostConnection to ProcessController"`
* `"LowPop"`
* `"MAP"`
* `"MAPDATA"`
* `"MATCH"`
* `"MATERIAL"`
* `"MATERIAL DATA"`
* `"MEMBER_FIELD_DISPLAY_NAME"`
* `"MEMBER_FIELD_IS_ACTIVE"`
* `"MEMBER_FIELD_IS_MUTED_ALL"`
* `"MEMBER_FIELD_IS_MUTED_ME"`
* `"MEMBER_FIELD_IS_SPEAKING"`
* `"MEMBER_FIELD_SPEAKING_ENERGY"`
* `"MEMBER_FIELD_VOLUME"`
* `"MEMBER_MODIFY"`
* `"MISSING WAYPOINT LABEL"`
* `"MODE"`
* `"MODEL"`
* `"MSPF"`
* `"MT:(%s:%u), Q:(%s), Probe:(%s) map catalog %s"`
* `"Map"`
* `"Map GUID"`
* `"Map GUID: 0x%016llX\n"`
* `"Map GUIDS: 0x%016llX\n"`
* `"Map Lighting data out of sync."`
* `"Map Lighting data parsing failed."`
* `"Map Name: %s, GUID: 0x%016llx"`
* `"Maps"`
* `"MasterMute"`
* `"MasterVolume"`
* `"Match: "`
* `"Matches"`
* `"Matchmaker %s updated MT:(%s:%u), Q:(%s), Probe:(%s) map catalog to %s"`
* `"Matchmaking Group ID"`
* `"Matchmaking information:"`
* `"Matchmaking tickets:"`
* `"MatchmakingVM"`
* `"Matrix Buffer"`
* `"Matrix:\n"`
* `"MaxAnisotropy"`
* `"MaxEffectsAnisotropy"`
* `"MaxExtraQualityAnisotropy"`
* `"MaxFrameLatency"`
* `"MaxPermanentEffectsArea"`
* `"MaximizedWindow"`
* `"Megadump"`
* `"Member"`
* `"Memory Test State:      %s\n"`
* `"MemoryTestHasFailed"`
* `"Method Not Allowed"`
* `"MetricMgr"`
* `"Minidump"`
* `"Mirror"`
* `"MirrorChange"`
* `"Mirroring mismatch."`
* `"Misc Compute"`
* `"Mismatched placeable type %d, 0x%016llX 0x%016llX"`
* `"Missing entity definition: 0x%016llX"`
* `"Missing movement component"`
* `"Missing placeable data %d, 0x%016llX 0x%016llX"`
* `"Missing placeable state %d, 0x%016llX 0x%016llX"`
* `"Model Default"`
* `"ModelLODPush"`
* `"ModelQuality"`
* `"Most Recent Assert: %s\n"`
* `"Most Recent Logs:\n"`
* `"Most recent assert: %s\n\n"`
* `"Motherboard Details"`
* `"MouseOver"`
* `"Move Speed"`
* `"MoveFileEx - %s"`
* `"Moved Permanently"`
* `"Movement"`
* `"Movie Audio Decode"`
* `"Movie Video Decode"`
* `"MovieExport"`
* `"Moving backwards"`
* `"MultiGPUEnabled"`
* `"MultiGPUTechnique"`
* `"MultiThreadedEntitiesUpdate"`
* `"Multiple Choices"`
* `"MusicVolume"`
* `"MuteOnLostFocus"`
* `"Mutes the local mic (0 = off, 1 = mute )"`
* `"Mutes the whole game when the window lost focus (0 = off, 1 = mute )"`
* `"NAN"`
* `"NONE"`
* `"NRM"`
* `"Name"`
* `"Name: %s"`
* `"Net"`
* `"NetClientLimit"`
* `"NetEvent"`
* `"NetGraphSamples"`
* `"NetMessage"`
* `"NetServerLimit"`
* `"No Client"`
* `"No Content"`
* `"No Device"`
* `"No VoiceComponent to talk to on Entity: 0x%016llX"`
* `"No file to be found"`
* `"No jsessionID"`
* `"No throttle"`
* `"Non-Authoritative Information"`
* `"Non-existent"`
* `"None"`
* `"Normal"`
* `"Not Acceptable"`
* `"Not Connected"`
* `"Not Found"`
* `"Not Implemented"`
* `"Not Modified"`
* `"Not Queued"`
* `"Not sector aligned"`
* `"NtQuerySystemInformation"`
* `"Ntdll.dll"`
* `"Null"`
* `"NullDataItem"`
* `"Number"`
* `"Number of allocations."`
* `"Number of bytes allocated from the system."`
* `"Number of bytes allocated."`
* `"Number of bytes available."`
* `"Number of bytes used by the page tree"`
* `"Number of cores:           %u\n"`
* `"OK"`
* `"OS"`
* `"Object"`
* `"ObjectMovement"`
* `"Observer"`
* `"Off"`
* `"OldInWorldVM"`
* `"On"`
* `"On for warning, only"`
* `"OnBnetDisconnected"`
* `"OnDeactivate"`
* `"Opaque Decals"`
* `"Opaque Particle"`
* `"Opaque Ribbons"`
* `"Opaque With Ambient"`
* `"Opened"`
* `"Operating System Platform: %s\n"`
* `"Operating System Version:  %s\n"`
* `"Operating System:          %s\n"`
* `"Operation failed: http response code: %u, curl error: %s"`
* `"Orbit View"`
* `"Other GPU Driver Date:     %s\n"`
* `"Other GPU Driver:          %s - %s\n"`
* `"Other GPU Type:            %s\n"`
* `"Outline"`
* `"OutlineDetail"`
* `"Override"`
* `"Overwatch"`
* `"Overwatch/%d.%d.%d.%d/%u"`
* `"PARTY"`
* `"PART_Candidates"`
* `"PART_ContentHost"`
* `"PART_HorizontalScrollBar"`
* `"PART_LanguageIcon"`
* `"PART_Popup"`
* `"PART_Text"`
* `"PART_TextBox"`
* `"PART_Track"`
* `"PART_VerticalScrollBar"`
* `"PC"`
* `"PENDING_CREATE"`
* `"PENDING_REMOVE"`
* `"Paced"`
* `"Parameters supplied to the function were invalid"`
* `"Parent"`
* `"Parent Map GUID"`
* `"Partial Content"`
* `"PartyId"`
* `"Patches"`
* `"Pause set to %s"`
* `"PayloadCheckpointVM"`
* `"PayloadVM"`
* `"Payment Required"`
* `"Pend. Brk. EN."`
* `"Persistent ID: %s"`
* `"Persistent Version: %llu"`
* `"Physical Resolution:       %dx%d\n"`
* `"PingConnection"`
* `"Placed Camera View"`
* `"Platform: Windows\nBNet Account ID: %d\nGame Account ID: %d\nBuild: %d\nPID: %d\nLocale: %s\nSpeech Locale: %s\nRegion: %s\nBuild Created: %s %s\n"`
* `"Platform_Friend"`
* `"Play Highlight"`
* `"Play Sequence"`
* `"PlayInputCapture"`
* `"Playback Device ID"`
* `"PlaybackDeviceID"`
* `"Player"`
* `"Player Count"`
* `"Player Experience: %llu"`
* `"Player ID"`
* `"Player Level: %u"`
* `"Player Name"`
* `"Player count: %d"`
* `"PlayerID"`
* `"PlayerOnDeck"`
* `"Players"`
* `"Playing Sequence 0x%016llX."`
* `"Plc Mtch count"`
* `"Plc Mtch results"`
* `"PodId"`
* `"PortraitFrameVM"`
* `"Possible matches:"`
* `"PostDominoUpdate"`
* `"Practice"`
* `"PreDominoUpdate"`
* `"Precondition Failed"`
* `"PreferXAudio2"`
* `"Pressed"`
* `"PrimDraw Inst VB"`
* `"PrimDraw Instance"`
* `"Printing Reproduction Data"`
* `"Pro"`
* `"Pro.%s.%s.%s.%s.%s"`
* `"Probe"`
* `"ProcessClientRequest"`
* `"ProcessFlush - Failed Path: \"%s\""`
* `"ProcessID"`
* `"Processing frame captures."`
* `"Prof"`
* `"ProgressionEntryExpBarHeroVM"`
* `"ProgressionEntryExpBarVM"`
* `"ProgressionGainVM"`
* `"ProgressionLevelUpRewardVM"`
* `"ProgressionPageHeroVM"`
* `"ProgressionPageSummaryVM"`
* `"ProgressionPageVM"`
* `"ProgressionPlayerEXPGainVM"`
* `"ProgressionPlayerLevelGainVM"`
* `"ProgressionPlayerLootBoxGainVM"`
* `"ProgressionPlayerPromotionGainVM"`
* `"ProgressionPortraitGainVM"`
* `"PrometheusExceptions"`
* `"Proxy Authentication Required"`
* `"Purchase Failed.  Reason: [%d]"`
* `"Purges the raster cache."`
* `"PvE"`
* `"Queued"`
* `"QuickLogin"`
* `"QuickLoginUsername"`
* `"R"`
* `"REGION"`
* `"REJOINING"`
* `"REMOVING"`
* `"REMOVING_SESSIONGROUP"`
* `"Radius of the cross bilateral filter // 0~16. default = 16"`
* `"Ran out of resource load data structures attempting to load 0x%016llX."`
* `"Ranked"`
* `"Ranked Currency: %d"`
* `"Ranked Offseason"`
* `"Ranked Offseason Skirmish"`
* `"Ranked Skirmish"`
* `"Rarity"`
* `"Raster Cache Entry Pool"`
* `"Rating"`
* `"ReadFile - %s"`
* `"ReadOnly"`
* `"Reason"`
* `"Rebalance"`
* `"Received shutdown request from our ProcessController."`
* `"Received unexpected data before encryption keys were set"`
* `"Received unexpected large string during initial negotiation"`
* `"Received unexpected oversized data during initial negotiation"`
* `"Recently failed read"`
* `"Recently failed read and write"`
* `"Recently failed write"`
* `"Recording"`
* `"ReduceWwiseCalls"`
* `"Reel request complete but unknown next step, unloading sequence."`
* `"Referral"`
* `"ReferralError"`
* `"ReferralInfo"`
* `"ReferralQueued"`
* `"ReferralUpdate"`
* `"RefractionDetail"`
* `"Region: %d"`
* `"ReleaseId"`
* `"Remainder"`
* `"RemoveDirectoryA - %s"`
* `"Render"`
* `"RenderBrightness"`
* `"RenderContrast"`
* `"RenderGamma"`
* `"RenderOffset: %.4f %.4f\n"`
* `"RenderScale"`
* `"RenderTransformOrigin: %.4f %.4f\n"`
* `"ReplayController"`
* `"ReplayProxyClient"`
* `"ReplayStreaming"`
* `"Replays"`
* `"Request Entity Too Large"`
* `"Request Time-out"`
* `"Request-URI Too Large"`
* `"RequestExit"`
* `"Requested range not satisfiable"`
* `"ResDebug"`
* `"ResError"`
* `"ResInfo"`
* `"ResStatus"`
* `"Reset Content"`
* `"Resource"`
* `"Resource Notification List"`
* `"Resource already added when attempting to add 0x%016llX."`
* `"Resource creation from runtime image failed."`
* `"Resource error during entity creation:  %d"`
* `"Resource failed to resolve its dependencies."`
* `"ResourceDictionary unshared load"`
* `"ResourceErrors.log"`
* `"Retail"`
* `"Retrieved default value from WWise RTPC value"`
* `"Revoked"`
* `"Role"`
* `"Roll Speed"`
* `"Root"`
* `"RtlGetUnloadEventTraceEx"`
* `"RtlGetVersion"`
* `"Ruleset"`
* `"Ruleset Skirmish"`
* `"RulesetQueueGUID"`
* `"Rulesets received first win rewards: "`
* `"S"`
* `"SBAPool.AllocatedBytes"`
* `"SBAPool.AllocationCount"`
* `"SBAPool.AvailableBytes"`
* `"SBAPool.CommittedBytes"`
* `"SBAPool.OverheadBytes"`
* `"SEQUENCE"`
* `"SFXVolume"`
* `"SHADER GROUP"`
* `"SHADER INSTANCE"`
* `"SHUTDOWN_CONNECTOR"`
* `"SKELETON"`
* `"SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion"`
* `"SOUNDBANK"`
* `"SPM"`
* `"SSAO Radius multiplier. default = 1.0"`
* `"SSAO.HBAO_AngleBias"`
* `"SSAO.HBAO_BlurRadius"`
* `"SSAO.HBAO_BlurSharpness"`
* `"SSAO.HBAO_PowerExponent"`
* `"SSAO.HBAO_Radius"`
* `"SSAO.HBAO_SceneScale"`
* `"SSAO.HBAO_StepSize"`
* `"SSAO.HBAO_Strength"`
* `"SSAOEnabled"`
* `"SSLRDetailLevel"`
* `"SSQuality"`
* `"STU"`
* `"STUStatescriptState"`
* `"SUBSYS_"`
* `"Saturday"`
* `"Scale factor for the AO, the greater the darker. default = 1.0"`
* `"Scale mouse x axis"`
* `"Scale mouse y axis"`
* `"Scene"`
* `"Scene Manager is exiting with scenes still in existence."`
* `"Scene.log"`
* `"SceneGUID"`
* `"SceneName"`
* `"SceneUpdateStart"`
* `"Score"`
* `"ScoreboardStatVM"`
* `"Screen Particles"`
* `"Screenshot"`
* `"Script %016llx attempted to run a pointfinder on an entity without a AIPointFinder component"`
* `"Seasn Start"`
* `"See Other"`
* `"Selected"`
* `"Selected Desktop Display"`
* `"Selected:\n"`
* `"SelectedDisplay"`
* `"SelectedUnfocused"`
* `"Sequence"`
* `"Sequence 0x%016llX loaded and ready."`
* `"Sequence Complete"`
* `"Sequence Reel"`
* `"Sequence already playing back or capturing; try again after it finishes."`
* `"SequenceCompositeScreenshot"`
* `"Serialization didn\'t work!"`
* `"Serialization worked!"`
* `"Server/Client hot reloading mismatch"`
* `"ServerID"`
* `"Service Unavailable"`
* `"Set distance at which occlusion query starts (valid range 0 to 2048)"`
* `"Set the max framerate of the client simulation"`
* `"SetFileAttributes - %s"`
* `"SetFileTime - %s"`
* `"SetSocketMediaStreamingMode"`
* `"SetUnhandledExceptionFilter"`
* `"Sets mute on the master volume (0 = off (volume), 1 = muted )"`
* `"Sets the Speaker Configuration, requires reload (auto, mono, lfe, 1point1, stereo, 2point1, 3point0, 3point1, 4point0, 4point1, 5point0, 5point1, 7point1, surround )"`
* `"Sets the current hero voice volume"`
* `"Sets the current master volume"`
* `"Sets the current music volume"`
* `"Sets the current sfx volume"`
* `"Sets the current voice chat volume"`
* `"Sets the default number of samples on the network diagnostic graph, [60-1200], defaults to 300.  Note that recording more samples may affect client performance."`
* `"Shader Code 0x%016llX failed to load"`
* `"Shader.FramesBeforeReady"`
* `"ShaderQuality"`
* `"Shadow Composite"`
* `"ShadowMaxDynamicDist"`
* `"ShadowMaxStaticDist"`
* `"SharedFileDataPool"`
* `"Shots Fired:  %f"`
* `"Shots Hit:    %f"`
* `"Show map load status after some number of milliseconds"`
* `"Show/Hide physical button text/icons"`
* `"ShowFPS"`
* `"ShowFPSCounter"`
* `"ShowGPUTemp"`
* `"ShowIND"`
* `"ShowIntro"`
* `"ShowMode_Settings_v0"`
* `"ShowNetGraph"`
* `"ShowNetQualityIcons"`
* `"ShowPing"`
* `"ShowRTT"`
* `"ShowSystemClock"`
* `"ShowVRAMUsage"`
* `"Shut Down"`
* `"Shutdown"`
* `"Shutting Down"`
* `"Simple"`
* `"Simple FPS"`
* `"SimpleDirectionalShadows"`
* `"Single"`
* `"SingleThreadedDataFlowUpdate"`
* `"SingleThreadedEntitiesPreDominoUpdate"`
* `"SingleThreadedEntitiesUpdate"`
* `"Skin: 0x%016llX\n"`
* `"Skins"`
* `"Skirmish"`
* `"SkyModels"`
* `"Slot"`
* `"Software\\Blizzard Entertainment\\Battle.net\\Launch Options\\Pro"`
* `"Sound"`
* `"Sound has no valid SoundData 0x%016llX"`
* `"SoundDevice info not yet available (WMI thread has not returned yet)"`
* `"SoundDevice: %s\n"`
* `"SoundDevice_Error: %s\n"`
* `"SoundDevice_LastError: %u\n\n"`
* `"SoundDevice_Manufacturer: %s\n"`
* `"SoundDevice_Status: %u\n"`
* `"SoundDevices: %u\n\n"`
* `"SoundDriver info not yet available (WMI thread has not returned yet)"`
* `"SoundDriverDate: %s\n\n"`
* `"SoundDriver_Device: %s\n"`
* `"SoundDriver_Manufacturer: %s\n"`
* `"SoundDriver_Name: %s\n"`
* `"SoundDriver_Provider: %s\n"`
* `"SoundDriver_Version: %s\n"`
* `"SoundDrivers: %u\n\n"`
* `"SoundQuality"`
* `"Source and destination were on different different file systems, and this is not allowed for this operation."`
* `"Source and destination were the same and this is not allowed for this operation"`
* `"Source was invalid"`
* `"SpeakerSetup"`
* `"Spectator Lookat View"`
* `"Spectator Third Person View"`
* `"Sphere Dir"`
* `"Splits instanced draw calls into individual draw calls for debugging."`
* `"Standard Opaque"`
* `"Started"`
* `"Starting Up"`
* `"Startup"`
* `"Stat: %s (0x%016llx), Amount: %f"`
* `"State"`
* `"Statescript"`
* `"Statescript Requested Transition"`
* `"Statescript Requested Transition Deactivate"`
* `"Statescript Var Pool"`
* `"Statescript graph %016llx violates array size limit of %d elements"`
* `"Statescript: created sequence 0x%016llX ..."`
* `"StatescriptProgressionScreenVM"`
* `"StatescriptScreenVM"`
* `"Stats Panel"`
* `"Status"`
* `"Step size in the AO pass // 1~16. default = 4."`
* `"Stop() called"`
* `"Storage"`
* `"StorageDebug"`
* `"StorageError"`
* `"StorageInfo"`
* `"StorageMgr error: %u"`
* `"StorageStatus"`
* `"StoreSystem"`
* `"Storyboard action \'%s\' is not currently supported."`
* `"Stranger"`
* `"Stream did not support the requested operation"`
* `"StretchRenderTarget"`
* `"String"`
* `"StructuredData"`
* `"Subtitles"`
* `"Success"`
* `"Successful query and return value is FALSE"`
* `"Successfully created new custom game link: %s"`
* `"Successfully initialized WWISE %d.%d.%d.%d"`
* `"Successfully submitted async request"`
* `"Successfully updated dynamic configuration on servers"`
* `"SuperSample"`
* `"Susp Time Remaining (s)"`
* `"Switching Protocols"`
* `"SysPlatform"`
* `"System"`
* `"System.PageFileUsage"`
* `"System.PeakPageFileUsage"`
* `"System.PeakWorkingSet"`
* `"System.WorkingSetSize"`
* `"SystemDVR"`
* `"SystemMemory"`
* `"TACT"`
* `"TEAM"`
* `"TEST"`
* `"TOURNAMENT"`
* `"TXTR"`
* `"TXTR_COMPRESS"`
* `"TXTR_PAYLOAD"`
* `"Tag: %02X, %02X, %02X, %02X  (%c%c%c%c)"`
* `"Tank State:             %s\n"`
* `"TankMenuItems"`
* `"TankSettings.txt"`
* `"Team"`
* `"Team: %d, Name: %s"`
* `"TeamA"`
* `"TeamB"`
* `"Telemetry"`
* `"Temporary Redirect"`
* `"Test"`
* `"Text"`
* `"Text 0x%016llX with font 0x%016llX and material 0x%016llX failed load."`
* `"TextureDetail"`
* `"The actual eye-space AO radius is set to radius*SceneScale. default = 1.0."`
* `"The current non-paged pool usage, in bytes."`
* `"The final AO output is pow(AO, powerExponent). default = 1.0"`
* `"The higher, the more the blur preserves edges // 0.0~16.0. default = 8.0"`
* `"The number of shaders we can create in a frame"`
* `"The requested operation required a larger buffer than was provided"`
* `"The supplied storage handle is invalid"`
* `"The teStorageSrc specified for the operation does not allow writing"`
* `"Third Person View"`
* `"Thread Manager is still waiting for jobs to complete in the scheduler."`
* `"ThreadDelay"`
* `"Ticket"`
* `"Tier"`
* `"Time played for each hero:"`
* `"TimeSinceMemoryReadFailure"`
* `"TimeSinceMemoryWriteFailure"`
* `"Timeout Ended"`
* `"To hide low-tessellation artifacts // 0.0~30.0. default = 10"`
* `"Too many state changes (%u), bad dependency chain"`
* `"Total"`
* `"Total Memory:              %llu MBs\n"`
* `"Total Page File:           %llu MBs\n"`
* `"Total time played: %f"`
* `"TransferBlockPool"`
* `"Translucency"`
* `"TranslucentShadowDetail"`
* `"Transparent Decals"`
* `"TripleBufferingEnabled"`
* `"True"`
* `"Try to initialize WWise with XAudio (0 = WASAPI, DirectSound, 1 = XAudio2, DirectSound, 2 = DirectSound only )"`
* `"Ttl Leaves"`
* `"Turns on and off effects of dormant mode, eg slower tick rate"`
* `"Turns on and off flush debugging"`
* `"Turns on the DolbyAtmos HDMI Sink (0 = off (default), 1 = on )"`
* `"Turns on the DolbyAtmos Headphone Effect plugin (0 = off (default), 1 = on )"`
* `"Tutorial"`
* `"Type"`
* `"UBER_SHADER_DEBUG_SHAPE"`
* `"UInt16"`
* `"UInt32"`
* `"UInt64"`
* `"UInt8"`
* `"UNINITIALISED"`
* `"UNKNOWN"`
* `"UNKNOWN STAT"`
* `"UNKNOWN?"`
* `"UX"`
* `"Unable to acquire handle from teHttpConnectionPool."`
* `"Unable to do operation for the open mode"`
* `"Unable to get logon update request"`
* `"Unable to initialize cURL handle."`
* `"Unable to parse body as json"`
* `"Unauthorized"`
* `"Unchecked"`
* `"Une application tierce en violation de notre CLUF a été détectée. Overwatch va être fermé."`
* `"Unfocused"`
* `"Uniform"`
* `"Uninitialized"`
* `"Uninitialized."`
* `"Unknown"`
* `"Unknown Error"`
* `"Unknown OS"`
* `"Unknown error"`
* `"Unknown option \'-%c\'.\n"`
* `"Unknown result code"`
* `"UnknownApp"`
* `"Unload Sequence"`
* `"Unloaded a package too many times. 0x%016llX - %d"`
* `"Unloading world"`
* `"Unlock 1"`
* `"Unlock 2"`
* `"Unlock 3"`
* `"Unlock 4"`
* `"Unlocks"`
* `"Unranked"`
* `"Unselected"`
* `"UnsetValue"`
* `"Unsorted Translucency"`
* `"Unspecific op failure"`
* `"Unspecified"`
* `"Unsupported Media Type"`
* `"Unsynchronized entity for placeable"`
* `"Update Revision"`
* `"UpdateDominoBodies"`
* `"UpdateEntityPartitionState"`
* `"UpdatePartition"`
* `"Use Default Communications Devices (0 = no, 1 = yes )"`
* `"Use Gampead camera inertia"`
* `"Use Proxy"`
* `"Use219AspectRatio"`
* `"UseDefaultCommsDevices"`
* `"UseGPUScale"`
* `"UseHardware"`
* `"UseLowMinus"`
* `"UseSimpleSpecular"`
* `"User"`
* `"VERTEXINDEX"`
* `"VOICEWEMFILE"`
* `"VS AI"`
* `"VS AI Skirmish"`
* `"Value"`
* `"Values"`
* `"Variant"`
* `"VenID 0x%x DevID 0x%x SubID 0x%x"`
* `"VendorIdentifier"`
* `"Version %d"`
* `"VerticalSyncEnabled"`
* `"Video Device"`
* `"Video Device State:     %s\n"`
* `"VideoCard"`
* `"VideoCardDriverDate"`
* `"VideoCardDriverName"`
* `"VideoCardDriverVersion"`
* `"VideoCardMemory"`
* `"VideoPath"`
* `"Videos"`
* `"VivoxChannelDomain"`
* `"VivoxServerAddress"`
* `"VoiceChatVolume"`
* `"VoiceSystem"`
* `"VoiceVolume"`
* `"WAIT_RETRY_CONNECTOR"`
* `"WARN"`
* `"WARNING: Option -%c / --%s set twice. Previous value will be overwritten.\n"`
* `"WEB_TOKEN"`
* `"WORLD_RUNNING"`
* `"WRN"`
* `"Waiters"`
* `"Waiting"`
* `"We have detected the use of a third-party application in violation of our EULA.  Overwatch will now exit."`
* `"WebBrowserProxy"`
* `"Win"`
* `"WinLF"`
* `"WindowMode"`
* `"Windowed"`
* `"WindowedFullscreen"`
* `"WindowedHeight"`
* `"WindowedPosX"`
* `"WindowedPosY"`
* `"WindowedWidth"`
* `"Windows v%d.%d%s %s"`
* `"Wins"`
* `"WireFrame"`
* `"WorkerThreadCount"`
* `"Working Directory"`
* `"WorldState"`
* `"Wykryliśmy działanie nieautoryzowanej aplikacji, która narusza umowę EULA. Gra Overwatch zostanie zamknięta."`
* `"X-Powered-By: Tank/%d.%d.%d.%d/%d/%s.%s"`
* `"XP Scalar"`
* `"ZipFile"`
* `"ZipFileError"`
* `"Zlib"`
* `"ZlibError"`
